시장명,시장유형,소재지도로명주소,소재지지번주소,시장개설주기,위도,경도,점포수,취급품목,사용가능상품권,홈페이지주소,공중화장실보유여부,주차장보유여부,개설연도,전화번호,데이터기준일자,제공기관코드,제공기관명
정산공설시장,5일장,경상북도 안동시 예안면 정산2길 17,,4일+9일,36.66111062,128.8858108,30,농산물,,,Y,Y,1976,,2020-09-02,6470000,경상북도
중앙신시장,상설장+5일장,경상북도 안동시 대안로 98-15,,매일+2일+7일,36.56511549,128.7241603,313,"농산물,문어,간고등어,혼수용품,의류",온누리상품권,,Y,Y,1970,054-842-0040,2020-09-02,6470000,경상북도
천지공설시장,5일장,경상북도 안동시 길안면 천지안길 49,,5일+10일,36.4584898,128.8927994,50,농산물,,,Y,Y,1914,,2020-09-02,6470000,경상북도
풍산시장,5일장,경상북도 안동시 풍산읍 장터3길 1,,3일+8일,36.578427,128.5748817,64,농산물,온누리상품권,,Y,Y,1917,,2020-09-02,6470000,경상북도
임동공설시장,5일장,경상북도 안동시 임동면 편항길 30,,5일+10일,36.5689075,128.9193545,10,농산물,,,Y,Y,1914,,2020-09-02,6470000,경상북도
구미새마을중앙시장,상설장,경상북도 구미시 구미중앙로9길11,경상북도 구미시 원평동 117-20,매일,36.13084514,128.3297844,185,"음식점, 식육점, 수산물, 의류 등",온누리상품권+구미사랑상품권,http://www.saemaulsijang.com,Y,Y,1975,054-452-3611,2020-10-21,6470000,경상북도
공단종합시장,상설장,경상북도 구미시 수출대로3길 107,경상북도 구미시 공단동 107,매일,36.12063482,128.3715342,94,"음식점, 식육점, 농산물, 의류, 잡화 등",온누리상품권,,Y,Y,1983,054-463-1146,2020-10-21,6470000,경상북도
현대유통쇼핑센터,상설장,경상북도 구미시 구미중앙로 61-10,경상북도 구미시 원평동 119-2,매일,36.130302,128.3303307,210,"음식점, 의류, 잡화, 한복 등",온누리상품권+구미사랑상품권,http://www.saemaulsijang.com,Y,Y,1985,054-452-4729,2020-10-21,6470000,경상북도
금오시장,상설장,경상북도 구미시 금오시장로 13,경상북도 구미시 원평동 1028-2,매일,36.12611069,128.3406035,258,"음식점, 부동산 임대 사무실 등",온누리상품권,,Y,Y,1985,054-456-7321,2020-10-21,6470000,경상북도
인동시장,상설장+5일장,경상북도 구미시 인동중앙로5길 16-7,경상북도 구미시 황상동 307-42,매일+2일+7일,36.10848409,128.4212995,110,"농산물, 의류, 신발 등",온누리상품권,,Y,Y,1989,054-471-0477,2020-10-21,6470000,경상북도
형곡시장프라자,상설장,경상북도 구미시 형곡서로 121,경상북도 구미시 형곡동 147-1,매일,36.11288349,128.3343326,129,"의류, 잡화 등",온누리상품권,,Y,Y,1992,054-452-9662,2020-10-21,6470000,경상북도
형곡중앙시장,상설장,경상북도 구미시 형곡로 186,경상북도 구미시 형곡동 321,매일,36.10631684,128.336518,79,"음식점, 농산물, 의류 등",온누리상품권+구미사랑상품권,,Y,Y,1993,054-456-3580,2020-10-21,6470000,경상북도
구미파크시장,상설장,경상북도 구미시 송동로 162,경상북도 구미시 도량동 77,매일,36.14689272,128.3235933,30,"음식점, 베이커리",온누리상품권,,Y,Y,1994,054-444-9117,2020-10-21,6470000,경상북도
구미산업유통단지,상설장,경상북도 구미시 3공단1로 302-7,경상북도 구미시 임수동 92-9,매일,36.10987904,128.4026465,728,공구류 및 산업용 자재,온누리상품권,,Y,Y,1995,054-473-4089,2020-10-21,6470000,경상북도
선산봉황시장,상설장+5일장,경상북도 구미시 선산읍 단계동길 24,경상북도 구미시 선산읍 완전리 253,매일+2일+7일,36.2395182,128.3009213,314,"식육점, 농축수산물, 의류 등",온누리상품권+구미사랑상품권,,Y,Y,1994,054-482-0213,2020-10-21,6470000,경상북도
해평시장,5일장,경상북도 구미시 해평면 강동로 1629,경상북도 구미시 해평면 낙성리 138-17,4일+9일,36.19600532,128.3924547,86,"농축산물, 의류, 정육 등",온누리상품권,,N,N,1959,054-474-4008,2020-10-21,6470000,경상북도
장천시장,5일장,경상북도 구미시 장천면 상장5길 4,경상북도 구미시 장천면 상장리 918,5일+10일,36.12569981,128.4934097,64,"농축산물, 의류 등",온누리상품권,,Y,Y,1959,054-471-5070,2020-10-21,6470000,경상북도
구미종합상가,상설장,경상북도 구미시 구미중앙로9길 14-6,경상북도 구미시 원평동 119-15,매일,36.13050984,128.3304408,50,"농축산물, 건어물 등",온누리상품권+구미사랑상품권,http://www.saemaulsijang.com,Y,Y,1985,054-452-3611,2020-10-21,6470000,경상북도
종합제일시장,상설장,경상북도 구미시 구미중앙로9길 7,경상북도 구미시 원평동 118-31,매일,36.1303168,128.3296467,82,"음식점, 의류, 신발 등",온누리상품권+구미사랑상품권,http://www.saemaulsijang.com,Y,Y,2006,054-456-9940,2020-10-21,6470000,경상북도
제일시장상가,상설장,경상북도 구미시 1공단로 192,경상북도 구미시 공단동 264-18,매일,36.10172132,128.3841085,72,"음식점, 미용실 및 잡화",온누리상품권,,Y,Y,1988,054-462-1655,2020-10-21,6470000,경상북도
신평전통시장,상설장,경상북도 구미시 칠성로 6길48,경상북도 구미시 신평동 150-4,매일,36.12315756,128.3611462,74,"음식점, 농수산물, 의류, 잡화 등",온누리상품권,,Y,N,2015,054-463-0053,2020-10-21,6470000,경상북도
풍기인삼시장,상설장,경상북도 영주시 풍기읍 인삼로 8,경상북도 영주시 풍기읍 서부리 145-3,매일,36.87302764,128.5236085,50,인삼제품,온누리상품권,,Y,Y,2003,054-636-7948,2020-06-30,6470000,경상북도
소백쇼핑몰,상설장,경상북도 영주시 중앙로80번길 33-12 (하망동),경상북도 영주시 하망동 364-30,매일,36.8234974,128.6261706,93,"주단, 한복, 의류",온누리상품권,,Y,Y,2005,054-631-4603,2020-06-30,6470000,경상북도
공설시장,상설장,경상북도 영주시 중앙로80번길 26-3 (하망동),경상북도 영주시 하망동 362-4,매일,36.82288313,128.6262698,93,"음식점, 생필품",온누리상품권,,Y,Y,2006,054-635-9876,2020-06-30,6470000,경상북도
종합시장,상설장,경상북도 영주시 선비로79번길 40-12 (휴천동),경상북도 영주시 휴천동 305,매일,36.8136046,128.6221395,63,"식음료, 수산물",온누리상품권,,Y,Y,2006,054-631-1420,2020-06-30,6470000,경상북도
신평시장,5일장,충청남도 당진시 신평면 신평로 812-31,,"2일,+7일",36.88478252,126.7736968,54,,,, , ,,,2020-01-01,6440000,충청남도
중앙시장,상설장,경상북도 영주시 구성로 396-1 (영주동),경상북도 영주시 영주동 547,매일,36.82604838,128.6198677,65,생필품,온누리상품권,,Y,Y,2006,054-635-4403,2020-06-30,6470000,경상북도
골목시장,상설장,경상북도 영주시 영주로192번길 46 (영주동),경상북도 영주시 영주동 548-8,매일,36.82465247,128.6223309,80,"채소, 과일, 반친",온누리상품권,,Y,Y,2006,054-637-0078,2020-06-30,6470000,경상북도
풍기중앙시장,상설장,경상북도 영주시 풍기읍 동성로 75,경상북도 영주시 풍기읍 성내리 1-4,매일,36.87069316,128.5280363,69,"음식점, 생필품",온누리상품권,,Y,Y,2006,054-637-0078,2020-06-30,6470000,경상북도
풍기인삼홍삼상점가,상설장,경상북도 영주시 풍기읍 기주로 10,경상북도 영주시 풍기읍 동부리 466,매일,36.86783819,128.5339542,45,인삼제품,온누리상품권,,Y,Y,2008,054-632-3989,2020-06-30,6470000,경상북도
선비골전통시장,상설장,경상북도 영주시 중앙로83번길 40 (영주동),경상북도 영주시 영주동 318-7,매일,36.82424427,128.6231919,100,"식료품(채소), 순대",온누리상품권,,N,N,2009,054-635-9453,2020-06-30,6470000,경상북도
풍기토종인삼시장,상설장,경상북도 영주시 풍기읍 인삼로 40,경상북도 영주시 풍기읍 성내리 148,매일,36.8702895,128.5224211,50,인삼제품,온누리상품권,,Y,Y,2009,054-636-3895,2020-06-30,6470000,경상북도
영주문화시장,상설장,경상북도 영주시 중앙로83번길 28 (영주동),경상북도 영주시 영주동 376-1,매일,36.8241301,128.6235606,207,"의류, 잡화",온누리상품권,,N,N,2010,054-635-6335,2020-06-30,6470000,경상북도
신영주번개시장,상설장,경상북도 영주시 선비로 91-9 (휴천동),,매일,36.81277902,128.6224612,51,"식료품(식육, 채소), 수산물",온누리상품권,,N,N,2013,054-633-9824,2020-06-30,6470000,경상북도
영천공설시장,상설장+5일장,경상북도 영천시 시장4길 52,경상북도 영천시 완산동 982-3,매일+2일+7일,35.964278,128.938581,175,"농산물, 생필품, 수산물, 잡화 등","온누리상품권(지류, 전자, 모바일), 영천사랑상품권 등",www.ycsj.co.kr,Y,Y,1955,054-331-1772,2020-06-26,6470000,경상북도
금호공설시장,상설장+5일장,경상북도 영천시 금호읍금호로 101,경상북도 영천시 금호읍교대리 167-35,매일+3일+8일,35.931667,128.873358,41,"농산물, 생필품, 수산물, 잡화 등","온누리상품권(지류, 전자), 영천사랑상품권 등",,Y,Y,1955,,2020-06-26,6470000,경상북도
신녕공설시장,상설장+5일장,경상북도 영천시 신녕면본관시장길3,경상북도 영천시 신녕면화성리 866-1,매일+3일+8일,36.042099,128.787468,41,"농산물, 생필품, 수산물, 잡화 등","온누리상품권(지류, 전자), 영천사랑상품권 등",,Y,Y,1958,,2020-06-26,6470000,경상북도
중앙시장,상설장+5일장,경상북도 상주시 남성로 37-6,경상북도 상주시 남성동 85-10,매일,36.41341575,128.1606624,154,"농산물, 생필품, 잡화 등",온누리상품권,http://www.sjsijang.co.kr/,Y,Y,1987,054-535-7443,2020-07-13,6470000,경상북도
풍물시장,상설장+5일장,경상북도 상주시 풍물시장길 16,경상북도 상주시 남성동 113-28,매일,36.412832,128.160629,58,"농산물, 생필품, 잡화 등",온누리상품권,,Y,Y,2013,054-531-0310,2020-07-13,6470000,경상북도
남성시장,상설장,경상북도 상주시 남성4길 43,경상북도 상주시 남성동 2-8,매일,36.41441093,128.1621087,130,"농산물, 생필품, 잡화 등",온누리상품권,,N,N,2019,,2020-07-13,6470000,경상북도
왕산상점가,상설장,경상북도 상주시 중앙로 201,경상북도 상주시 서성동 146-23,매일,36.41583989,128.1604621,109,"농산물, 생필품, 잡화 등",온누리상품권,,N,N,2020,054-000-0000,2020-07-13,6470000,경상북도
함창시장,5일장,경상북도 상주시 함창읍 함창시장3길 36,경상북도 상주시 함창읍 구향리 122-9,1일+6일,36.5676027,128.180055,16,"명주, 농산물, 생필품 등",없음,,Y,Y,1951,054-537-8025,2020-07-13,6470000,경상북도
공성시장,5일장,경상북도 상주시 공성면 옥산3길 23,경상북도 상주시 공성면 옥산리 177-3,1일+6일,36.284958,128.092651,4,"농산물, 생필품, 잡화 등",없음,,Y,Y,1958,054-537-8187,2020-07-13,6470000,경상북도
화령시장,5일장,경상북도 상주시 화서면 화령남1길 10,경상북도 상주시 화서면 신봉리 126,3일+8일,36.444772,127.953006,51,"농산물, 생필품, 잡화 등",없음,,N,Y,1965,054-537-8358,2020-07-13,6470000,경상북도
은척시장,5일장,경상북도 상주시 은척면 봉중1길 10,경상북도 상주시 은척면 봉중리 383-1,4일+9일,36.533103,128.073546,22,"농산물, 생필품, 잡화 등",없음,,Y,Y,1965,054-537-8454,2020-07-13,6470000,경상북도
중앙시장,상설장,경상북도 문경시 중앙시장1길 12,경상북도 문경시 점촌동 195-10,매일,36.5942053998,128.1969131767,144,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1954,054-556-1230,2020-05-15,6470000,경상북도
(유)중앙시장,상설장,경상북도 문경시 중앙로 87,경상북도 문경시 점촌동 197-14,매일,36.59353662,128.1973431,40,"은행, 식당, 과일 등",온누리상품권,-,Y,Y,1997,054-555-2402,2020-05-15,6470000,경상북도
점촌전통시장,5일장,경상북도 문경시 신흥시장길 19,경상북도 문경시 흥덕동 794-1,"매일, 3일/8일",36.6013892547,128.2041631944,110,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1995,054-553-3208,2020-05-15,6470000,경상북도
문경전통시장,5일장,경상북도 문경시 문경읍 주흘로 31,경상북도 문경시 문경읍 하리 88-2,"매일, 2일/7일",36.7352649520,128.1071588039,52,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1965,054-571-0492,2020-05-15,6470000,경상북도
가은아자개시장,5일장,경상북도 문경시 가은읍 가은5길 7,경상북도 문경시 가은읍 왕능리 275-26,"매일, 4일/9일",36.6466092680,128.0609889466,67,"농산물, 생필품, 수산물, 잡화 등",온누리상품권,-,Y,Y,1981,054-571-9811,2020-05-15,6470000,경상북도
농암시장,5일장,경상북도 문경시 농암면 농암2길 12,경상북도 문경시 농암면 농암리 195-44,"5일, 10일",36.6013024620,128.0058381558,2,"농산물, 생필품, 수산물, 잡화 등",없음,-,Y,Y,1981,054-571-3001,2020-05-15,6470000,경상북도
동로시장,5일장,경상북도 문경시 동로면 여우목로 2788-2,경상북도 문경시 동로면 적성리 559-1,"3일, 8일",36.7737273727,128.3143270427,4,"농산물, 생필품, 수산물, 잡화 등",없음,-,Y,Y,1965,054-552-8002,2020-05-15,6470000,경상북도
영천공설시장,상설장+5일장,경상북도 영천시 시장4길 52,경상북도 영천시 완산동 982-3,매일+2일+7일,35.96427883,128.9385815168,175,"농산물, 생필품, 수산물, 잡화 등","온누리상품권(지류, 전자, 모바일), 영천사랑상품권 등",www.ycsj.co.kr,Y,Y,1955,054-331-1772,2020-06-26,6470000,경상북도
금호공설시장,상설장+5일장,경상북도 영천시 금호읍금호로 101,경상북도 영천시 금호읍교대리 167-35,매일+3일+8일,35.93166726,128.8733589,41,"농산물, 생필품, 수산물, 잡화 등","온누리상품권(지류, 전자), 영천사랑상품권 등",,Y,Y,1955,,2020-06-26,6470000,경상북도
신녕공설시장,상설장+5일장,경상북도 영천시 신녕면본관시장길3,경상북도 영천시 신녕면화성리 866-1,매일+3일+8일,36.04209907,128.7874685325,41,"농산물, 생필품, 수산물, 잡화 등","온누리상품권(지류, 전자), 영천사랑상품권 등",,Y,Y,1958,,2020-06-26,6470000,경상북도
경산공설시장,상설장+5일장,경상북도 경산시 경안로31길 19,경상북도 경산시 서상동 10,매일,35.82051858,128.7357579,398,"농수산물, 생필품, 잡화",온누리상품권,,Y,Y,1956,053-816-9933,2020-10-26,6470000,경상북도
하양공설시장,상설장+5일장,경상북도 경산시 하양읍 대학로 1543,경상북도 경산시 하양읍 금락리 35-6,매일,35.9156322,128.8192527,109,"농수산물, 생필품, 잡화",온누리상품권,http://www.hygbm.co.kr,Y,Y,1931,053-856-0202,2020-10-26,6470000,경상북도
자인공설시장,5일장,경상북도 경산시 자인면 자인로 206-4,경상북도 경산시 자인면 서부리 254,3일+8일,35.81647867,128.8229713,171,"농수산물, 생필품, 잡화",온누리상품권,,Y,Y,1969,,2020-10-26,6470000,경상북도
압량공설시장,5일장,경상북도 경산시 경안로31길 19,경상북도 경산시 압량읍 부적리 461-1,2일+7일,35.8205185832,128.7357578858,8,"농산물, 잡화",,,Y,Y,1907,,2020-10-26,6470000,경상북도
용성공설시장,5일장,경상북도 경산시 용성면 용성당리1길 26,경상북도 경산시 용성면 당리리 52-3,2일+7일,35.79494195,128.8754173,5,농산물,,,N,N,1970,,2020-10-26,6470000,경상북도
